"genus_root","taxon_name","original_text","text","life_history_a","life_history_f","parasitic_a","parasitic_f","plant_growth_form_a","plant_growth_form_f","plant_growth_substrate_a","plant_growth_substrate_f","sex_type_a","sex_type_f","stem_growth_habit_a","stem_growth_habit_f","woodiness_a","woodiness_f","source"
"Oxalis","Oxalis pes-caprae","General Biology. Growth form. Geophyte. Life form. Annually renewed bulb. Reproduction. Bulbils. Dispersal. Soil, birds. Fire response. Generally survives fire. Notes. In South Africa Oxalis pes-caprae is represented by diploid and tetraploid races. The short styled, sterile pentaploid race reported as invasive elsewhere is apparently uncommon in South Africa. Throughout most of its invasive range O. pes-caprae reproduces asexually by bulbils, rarely setting seed. Prefers disturbed sites. Some evidence it influences soil phosporous cycling. Soil disturbance can greatly enhance invasion. Additional information. Origin. South Africa. Suggested method of management and control. Spot spray metsulfuron methyl 0.2 g/15 L + PulseÂ®, or 1% glyphosate. Apply at bulb exhaustion, generally just on flowering. Exercise care if manually removing as physical removal can result in spread of bulbils. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."," general biology. growth form. geophyte. life form. annually renewed bulb. reproduction. bulbils. dispersal. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ","perennial","inferred_from_growth_form","","","geophyte","geophyte","","","","","","","woody","inferred_from_growth_form","Florabase_long"
"Oxalis","Oxalis pes-caprae","Bulbaceous and rhizomatous, perennial, herb, 0.1-0.3 m high. Fl. yellow, Jun to Oct. A common weed."," bulbaceous and rhizomatous, perennial, herb, 0.1-0.3 m high. ","perennial","perennial","","","herb","herb","","","","","rhizomatous","rhizomatous","herbaceous","inferred_from_growth_form","Florabase_short"
"Oxalis","Oxalis pes-caprae","Low-growing herb with aerial stems or branches greatly reduced or absent. Bulbs prominent with bulbils present on rhizome and in leaf axils. Leaves trifoliate, radical, crowded at apex of rhizome. Leaflets cuneate-obcordate, bilobed with sinus to 1/4 of leaflet length. Stipules taper abruptly into petiole. Inflorescence 3-25 flowered with yellow flowers to approx. 25 mm."," low-growing herb with aerial stems or branches greatly reduced . ","","","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","NT_Flora"
"Oxalis","Oxalis pes-caprae","Description: Herb with stem hardly exserted, only developed when plants are crowded or shaded; bulbs ovoid, 2-3 cm long, pointed, outer surface brown; bulbils formed on a white fleshy rhizome and in axils of basal leaves. Leaves numerous, crowded at the apex of the rhizome, 3-foliolate; leaflets cuneate-obcordate, bilobed, sinus about a quarter the length of leaflet; lobes oblong, 5-30 mm long, 3.5-22 mm wide, with lobe apices rounded and 10-35 mm apart; petiole 5-20 cm long; stipules abruptly tapering into petiole. Inflorescences 3-25-flowered. Petals 15-25 mm long, yellow. Fruit not known in Aust."," herb with stem hardly exserted, only developed when plants are crowded or shaded; ","perennial","inferred_from_family","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Oxalis","Oxalis pes-caprae","Description: Bulbs ovoid, 2-3 cm long, pointed; tunics brown; bulbils formed on the rhizome and in the axils of the basal leaves; stem hardly exserted, only developed when the plants are crowded or shaded; leaves numerous; petioles 5-20 cm, with a few hairs, broadened at the base; leaflets 3, cuneate-obcordate, 1-3 cm long, 1-4 cm broad, with a deep incision, glabrous above, sparsely hairy below, often with purple flecks on the upper-surface.Peduncles to 40 cm, with 3-25 flowers in an umbel; sepals lanceolate, 5-7 mm long, with simple and glandular hairs, usually with 2 calli at the apex, rarely with dark spots at the top and the base; petals yellow, 15-25 mm long; capsule c. 8 mm long, the upper part pubescent; rarely plants with double sterile flowers.","  ","","","","","herb","inferred_from_genus","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Oxalis","Oxalis pes-caprae","Herb with stems only developed when plants crowded or growing in shade; bulbs ovoid, 8-15(-30) mm long, pointed, tunics pale brown; bulbils formed on white fleshy rhizome and in lower leaf axils. Leaves crowded, 3-foliolate; leaflets subsessile, cuneate-obcordate, 5-30 mm long, 5-30 mm wide, bilobed, green (often purple-flecked above), glabrous above, sparsely pubescent below, margins ciliate, sinus to c. one-quarter leaflet length, lobes oblong, divergent, apices rounded, 10-35 mm apart; petioles usually 5-20 cm long, terete, glabrescent to sparsely hairy; stipules membranous, narrow, to c. 10 mm long, abruptly tapering into petiole. Inflorescences basal, (3-)6-15(-20)-flowered; peduncles longer than leaves, sparsely hairy; pedicels covered with a mixture of antrorse simple hairs and spreading glandular hairs. Sepals lanceolate, 5-7 mm long, indumentum similar to pedicels, green at base, reddish at apex, usually with 2 orange apical calli. Petals 15-25 mm long, yellow. Capsule not developed in Australia. Flowers mainly Jun.-Nov."," herb with stems only developed when plants crowded or growing in shade; ","perennial","inferred_from_genus","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","VIC_flora"
"Oxalis","Oxalis radicosa","Perennial herb with stems erect or ascending, sometimes creeping but not rooting at nodes, to 30 cm long; stems moderately to densely hairy, the hairs simple, usually and predominantly spreading, with our without underlying shorter retrorse hairs; taproot usually stout and woody; bulbils absent. Indumentum of simple and or septate, eglandular hairs. Stipules inconspicuous, to c. 1 mm long, keeled, abruptly tapering to petiole, ciliate. Leaves cauline, alternate, palmately trifoliolate; petiole usually 4-7 cm long, with mostly spreading hairs; leaflets sessile, obcordate, 2-6 (-15) mm long, 3-8 (-15) mm wide, bilobed (sinus to c. half leaflet length), green, glabrous to pubescent above, pubescent below, margins ciliate, lobes obovate, apices rounded and 2-8 mm apart. Inflorescences axillary, flowers 2-4 per peduncle, held just above or well above leaf level; peduncles 0.8-11 cm long, usually longer than leaves, covered with curved hairs; pedicels 8-28 mm long, erect or deflexed at maturity (but capsules erect). Bracts situated at base of pedicels, linear-subulate, 1-2 mm long, with appressed, antrorse hairs, calli absent. Sepals oblong, 3-5 mm long, often ciliate. Petals obovate, 7-12 mm long, yellow, glabrous. Stamens at 2 levels; filaments glabrous. Ovary hairy. Styles 1.8-2.5 mm long, densely hairy. Capsules cylindrical, 7-22 mm long, 2-3 mm diam., usually densely retrorse-hairy, rarely with occasional spreading septate hairs mixed with retrorse hairs. Seeds 1.3-1.7 mm long, uniformly coloured, brown, transversely ribbed, the ribs without greyish or whitish lines or blotches, the grooves V-shaped."," perennial herb with stems erect or ascending, ","perennial","perennial","","","herb","herb","","","","","erect decumbent","erect ascending","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Oxalis","Oxalis radicosa","Herb, to 0.15 m high. Fl. yellow, Oct. White sand, litter."," herb, to 0.15 m high. ","","","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","Florabase_short"
"Oxalis","Oxalis radicosa","Decumbent to erect perennial herb to about 15 cm high, sometimes rooting at the nodes and with a taproot. Moderately to densely spreading to retrorsely hairy on branches and leaves. Leaves cauline, trifoliate with obcordate, bilobed, obovate leaflets. Sinus 1/3rd to 1/2 leaflet length. Stipules inconspicuous. Peduncles axillary. Inflorescence 2-4 flowered with small yellow flowers to approx. 12 mm. Fruit an erect slender-cylindrical capsule to 20 mm with retrorse hairs."," decumbent to erect perennial herb to about 15 cm high, ","perennial","perennial","","","herb","herb","","","","","erect decumbent","erect decumbent","herbaceous","inferred_from_growth_form","NT_Flora"
"Oxalis","Oxalis radicosa","Description: Herb with branches erect or ascending, sometimes creeping, to 30 cm long, moderately to densely hairy, with hairs spreading and/or retrorse; sometimes with a stout, woody taproot. Leaves cauline, 3-foliolate; leaflets obcordate, bilobed, sinus a third to a half the length of leaflet; lobes obovate, 2-6 mm long, 1.5-4 mm wide, with lobe apices rounded and 2-8 mm apart; petiole 4-7 cm long; stipules inconspicuous, ± keeled, abruptly tapering to the petiole. Inflorescences 2-4-flowered. Petals 6-12 mm long, yellow. Fruit erect, sometimes held on deflexed pedicels, long and usually slender-cylindrical, 7-20 mm long, 2-3 mm diam.; outer surface with simple retrorse hairs; seeds ribbed."," herb with branches erect or ascending, ","perennial","inferred_from_family","","","herb","herb","","","","","erect decumbent","erect ascending","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Oxalis","Oxalis radicosa","Description: Herb with a sometimes woody tap root; stem erect or ascending to 30 cm, branching, densely covered with spreading or retrorse hairs; leaves cauline; petioles 4-7 cm, less hairy than the stem; stipules small, connate to the petiole-base; leaflets 3, obcordate, 4-15 mm long, 5-15 mm rarely to 21 mm broad, with an incision to half its length, usually with rounded lobes, pubescent sometimes glabrous above, pubescent below; peduncles axillary, usually extending above the leaves, with short curved hairs in all directions; pedicels erect, sometimes deflexed after fruiting.Flowers 2 or 3 in an umbel; sepals oblong, 3-5 mm long, only hairy at the top to densely pubescent; petals yellow, 7-12 mm long.Capsule cylindrical, 10-20 mm long, densely covered with short retrorse hairs."," herb with a sometimes woodytaproot; ","","","","","herb","herb","","","","","","","woody_root","woodytaproot","SA_flora"
"Oxalis","Oxalis radicosa","Herb with stems erect or ascending, sometimes creeping but not rooting at nodes, to 30 cm long, stems moderately to densely hairy, the hairs simple, usually and predominantly spreading, with our without underlying shorter retrorse hairs; taproot usually stout and woody; bulbils absent. Leaves cauline, alternate, 3-foliolate; leaflets sessile, obcordate, 2-6(-15) mm long, 3-8(-15) mm wide, bilobed, green, glabrous to pubescent above, pubescent below, margins ciliate, sinus to c. half leaflet length, lobes obovate, apices rounded, 2-8 mm apart; petioles usually 4-7 cm long, with mostly spreading hairs; stipules inconspicuous, to 1-1.5 mm long, keeled, abruptly tapering to petiole, ciliate. Inflorescences axillary, flowers 2-4 per peduncle, held just above or well above leaf level; peduncles usually longer than leaves, covered with curved hairs; pedicels erect or deflexed at maturity (but capsules erect). Sepals oblong, 3-5 mm long, often ciliate. Petals 7-12 mm long, yellow. Capsule 7-22 mm long, 2-3 mm diam., cylindrical, usually densely retrorse-hairy, rarely with occasional spreading septate hairs mixed with retrorse hairs; seeds 1.3-1.7 mm long, transversely ribbed, grooves V-shaped, brown, uniformly coloured, ribs without greyish or whitish lines or blotches. Flowers Sep.-Apr."," herb with stems erect or ascending, ","perennial","inferred_from_genus","","","herb","herb","","","","","erect decumbent","erect ascending","herbaceous","inferred_from_growth_form","VIC_flora"
"Oxalis","Oxalis thompsoniae","Perennial herb with stems prostrate or decumbent, to 45 cm long, glabrescent to moderately antrorse-hairy, sometimes patent septate hairs also present; taproot poorly developed; bulb and bulbils absent. Indumentum of simple and septate, eglandular hairs. Stipules conspicuous, 1-3 mm long, rounded at apex, ciliate. Leaves cauline, palmately trifoliolate; petiole (4-) 15-50 (-90) cm long, with simple antrorse hairs; leaflets subsessile, cuneate-obovate, 3-16 mm long, 5-20 mm wide, bilobed (sinus to c. one-third leaflet length), glaucous, glabrous to pubescent above, often more densely hairy below, margins ciliate, lobes oblong to slightly obovate, apices rounded and 3-6 (-10) mm apart. Inflorescences axillary, flowers 1-4 (-6)-flowered, held below, at or a little above leaf level; peduncles 2-5 mm long (small-leaved plants), 1.3-6 cm long (large-leaved plants), mostly shorter than leaves, sparsely antrorse-hairy; pedicels 2-16 long, usually deflexed in fruit (but capsules erect). Bracts situated at the base of pedicels, linear-subulate, 1-1.5 mm long, calli absent. Sepals oblong, 2-4 mm long, often ciliate, calli absent. Petals obovate to oblong-cuneate, (4-) 8-12 mm long, yellow, glabrous. Stamens at 2 levels; filaments glabrous. Ovary with minute septate hairs. Styles 0.8-1.2 mm long, densely antrorsely, appressed-hairy. Capsules moderate- to broad-cylindrical, 5-16 mm long, 1.9-2.5 (-3) mm diam., usually densely retrorse-hairy, also longer patent septate hairs present. Seeds (1.3-) 1.5-1.8 mm long, uniformly coloured, very compressed, smooth or shallowly ribbed, the ribs without greyish or whitish lines or blotches."," perennial herb with stems prostrate or decumbent, to 45 cm long, ","perennial","perennial","","","herb","herb","","","","","decumbent prostrate","decumbent prostrate","herbaceous","inferred_from_growth_form","Flora_of_Australia"
